Date,Open,High,Low,Close
20-April-2007,13684.95,13915.62,13684.95,13897.41,
23-April-2007,13972.81,14046.52,13879.39,13928.33,
24-April-2007,13893.72,14197.32,13850.07,14136.72,
25-April-2007,14141.70,14238.29,14052.17,14217.77,
26-April-2007,14273.17,14383.72,14127.18,14228.88,
27-April-2007,14219.25,14219.25,13884.53,13908.58,
30-April-2007,13823.40,13901.12,13693.59,13872.37,
3-May-2007,13987.77,14107.06,13987.77,14078.21,
4-May-2007,14129.89,14189.21,13912.92,13934.27,
7-May-2007,14044.71,14067.07,13861.38,13879.25,
8-May-2007,13886.00,13956.40,13741.24,13765.46,
9-May-2007,13771.69,13806.37,13612.04,13781.51,
10-May-2007,13823.36,13976.79,13745.23,13771.23,
11-May-2007,13691.86,13864.18,13554.34,13796.16,
14-May-2007,13954.41,14026.02,13924.02,13965.86,
15-May-2007,13948.91,14023.86,13885.46,13929.33,
16-May-2007,13949.81,14159.36,13936.88,14127.31,
17-May-2007,14217.36,14352.98,14217.36,14299.71,
18-May-2007,14261.47,14337.06,14201.01,14303.41,
21-May-2007,14362.63,14451.30,14362.63,14418.60,
22-May-2007,14459.00,14483.59,14348.26,14453.72,
23-May-2007,14490.03,14500.64,14325.89,14363.26,
24-May-2007,14344.70,14389.66,14174.05,14218.11,
25-May-2007,14073.61,14364.95,14046.06,14338.45,
28-May-2007,14467.85,14527.47,14368.40,14397.89,
29-May-2007,14418.98,14530.15,14372.07,14508.21,
30-May-2007,14501.46,14576.37,14379.21,14411.38,
31-May-2007,14451.31,14573.81,14448.57,14544.46,
1-June-2007,14610.28,14682.10,14539.89,14570.75,
4-June-2007,14618.78,14683.36,14465.68,14495.77,
5-June-2007,14514.20,14571.31,14432.67,14535.01,
6-June-2007,14551.53,14590.82,14234.07,14255.93,
7-June-2007,14195.84,14362.58,14139.09,14186.18,
8-June-2007,14063.94,14229.22,14010.61,14063.81,
11-June-2007,14170.81,14268.91,14057.63,14083.41,
12-June-2007,14122.33,14153.44,13946.99,14130.95,
13-June-2007,14139.92,14152.79,13968.38,14003.03,
14-June-2007,14087.91,14219.24,14087.91,14203.72,
15-June-2007,14277.61,14326.55,14112.53,14162.71,
18-June-2007,14241.76,14283.71,14057.26,14080.14,
19-June-2007,14088.58,14315.18,14058.79,14295.50,
20-June-2007,14359.96,14449.38,14347.58,14411.95,
21-June-2007,14415.56,14526.44,14406.67,14499.24,
22-June-2007,14508.63,14560.32,14441.76,14467.36,
25-June-2007,14469.43,14521.62,14424.71,14487.72,
26-June-2007,14478.75,14560.48,14478.75,14501.08,
27-June-2007,14520.19,14520.19,14407.12,14431.06,
28-June-2007,14498.05,14537.04,14435.24,14504.57,
29-June-2007,14589.52,14663.25,14574.45,14650.51,
2-July-2007,14685.16,14745.97,14638.88,14664.26,
3-July-2007,14720.00,14828.39,14720.00,14806.51,
4-July-2007,14868.14,14906.93,14790.75,14880.24,
5-July-2007,14932.53,14963.26,14731.22,14861.89,
6-July-2007,14843.43,15007.22,14826.56,14964.12,
9-July-2007,15018.71,15085.22,15005.47,15045.73,
10-July-2007,15100.13,15114.95,14966.40,15009.88,
11-July-2007,14948.15,15015.35,14829.55,14910.62,
12-July-2007,14963.53,15112.22,14963.53,15092.04,
13-July-2007,15216.83,15330.73,15216.83,15272.72,
16-July-2007,15295.03,15341.38,15239.41,15311.22,
17-July-2007,15357.60,15440.20,15272.46,15289.82,
18-July-2007,15296.06,15325.78,15160.27,15301.17,
19-July-2007,15357.38,15593.31,15357.38,15550.13,
20-July-2007,15625.63,15683.03,15524.68,15565.55,
23-July-2007,15560.57,15773.37,15477.91,15732.20,
24-July-2007,15802.19,15868.85,15742.32,15794.92,
25-July-2007,15711.87,15771.26,15572.98,15699.33,
26-July-2007,15768.28,15812.27,15654.40,15776.31,
27-July-2007,15487.76,15495.51,15159.68,15234.57,
30-July-2007,15278.03,15451.81,15135.25,15260.91,
31-July-2007,15358.69,15568.85,15224.82,15550.99,
1-August-2007,15344.02,15344.02,14910.52,14935.77,
2-August-2007,15022.87,15134.53,14896.47,14985.70,
3-August-2007,15061.13,15235.51,15061.13,15138.40,
6-August-2007,14892.60,14928.80,14705.58,14903.03,
7-August-2007,15038.03,15142.04,14901.83,14932.77,
8-August-2007,15088.07,15340.24,15088.07,15307.98,
9-August-2007,15452.44,15542.40,15062.10,15100.15,
10-August-2007,14674.92,14901.31,14570.89,14868.25,
13-August-2007,14965.65,15044.74,14869.15,15017.21,
14-August-2007,15066.71,15069.64,14964.66,15000.91,
16-August-2007,14584.92,14584.92,14345.03,14358.21,
17-August-2007,14309.37,14318.56,13779.88,14141.52,
20-August-2007,14512.28,14680.09,14406.91,14427.55,
21-August-2007,14512.19,14534.51,13941.93,13989.11,
22-August-2007,14055.40,14281.48,13870.70,14248.66,
23-August-2007,14458.33,14554.93,14128.72,14163.98,
24-August-2007,14237.26,14455.49,14163.61,14424.87,
27-August-2007,14581.35,14858.93,14581.35,14842.38,
28-August-2007,14857.65,14952.04,14751.68,14919.19,
29-August-2007,14651.49,15029.53,14592.11,14993.04,
30-August-2007,15168.69,15200.81,15053.98,15121.74,
31-August-2007,15131.36,15350.91,15131.36,15318.60,
3-September-2007,15401.99,15427.16,15323.05,15422.05,
4-September-2007,15478.53,15521.48,15389.62,15465.40,
5-September-2007,15535.35,15580.86,15407.00,15446.15,
6-September-2007,15383.18,15637.74,15350.18,15616.31,
7-September-2007,15655.37,15716.06,15565.22,15590.42,
10-September-2007,15413.58,15626.28,15363.53,15596.83,
11-September-2007,15668.40,15698.98,15506.10,15542.77,
12-September-2007,15608.50,15661.44,15486.81,15505.36,
13-September-2007,15547.66,15650.14,15547.66,15614.44,
14-September-2007,15713.66,15824.65,15568.36,15603.80,
17-September-2007,15664.74,15726.06,15467.46,15504.43,
18-September-2007,15547.07,15691.88,15468.80,15669.12,
19-September-2007,15940.79,16335.30,15940.79,16322.75,
20-September-2007,16341.55,16415.88,16261.36,16347.95,
21-September-2007,16352.32,16616.84,16308.09,16564.23,
24-September-2007,16697.89,16869.64,16599.66,16845.83,
25-September-2007,16890.75,16928.02,16676.98,16899.54,
26-September-2007,16969.45,17073.87,16887.07,16921.39,
27-September-2007,17059.61,17188.40,17018.56,17150.56,
28-September-2007,17152.31,17361.47,17152.31,17291.10,
1-October-2007,17356.99,17425.34,17144.58,17328.62,
3-October-2007,17467.41,17953.07,17288.41,17847.04,
4-October-2007,17799.63,17890.49,17494.70,17777.14,
5-October-2007,17831.68,17979.18,17708.80,17773.36,
8-October-2007,17901.94,17982.59,17322.14,17491.39,
9-October-2007,17402.24,18327.42,17287.19,18280.24,
10-October-2007,18473.43,18703.67,18436.99,18658.25,
11-October-2007,18696.62,18832.65,18536.97,18814.07,
12-October-2007,18794.63,18844.62,18336.00,18419.04,
15-October-2007,18525.61,19095.75,18525.61,19058.67,
16-October-2007,19102.93,19174.45,18777.75,19051.86,
17-October-2007,18037.90,18841.29,17307.90,18715.82,
18-October-2007,18827.46,19198.66,17771.16,17998.39,
19-October-2007,18031.77,18031.77,17226.18,17559.98,
22-October-2007,17259.65,17704.83,17171.45,17613.99,
23-October-2007,17910.30,18542.41,17910.30,18492.84,
24-October-2007,18727.90,18832.49,18317.17,18512.91,
25-October-2007,18519.23,18900.10,18459.51,18770.89,
26-October-2007,18823.66,19276.45,18629.53,19243.17,
29-October-2007,19621.39,20024.87,19621.39,19977.67,
30-October-2007,20103.44,20238.16,19694.85,19783.51,
31-October-2007,19827.40,19984.13,19735.21,19837.99,
1-November-2007,20130.23,20204.21,19634.47,19724.35,
2-November-2007,19364.61,20025.63,19255.77,19976.23,
5-November-2007,20009.35,20009.35,19502.45,19590.78,
6-November-2007,19689.79,19919.34,19337.85,19400.67,
7-November-2007,19552.53,19678.50,19249.47,19289.83,
8-November-2007,19110.40,19209.91,18917.40,19058.93,
9-November-2007,19282.70,19329.57,18737.22,18907.60,
12-November-2007,18640.52,18815.11,18333.21,18737.27,
13-November-2007,18681.10,19210.48,18636.21,19035.48,
14-November-2007,19336.96,19987.71,19336.96,19929.06,
15-November-2007,19947.72,19967.08,19723.20,19784.89,
16-November-2007,19603.09,19838.03,19472.51,19698.36,
19-November-2007,19895.49,19971.44,19583.97,19633.36,
20-November-2007,19510.94,19714.22,19196.42,19280.80,
21-November-2007,19197.57,19218.88,18515.30,18602.62,
22-November-2007,18724.11,18744.55,18182.83,18526.32,
23-November-2007,18737.22,18910.46,18548.06,18852.87,
26-November-2007,19171.25,19360.23,19137.66,19247.54,
27-November-2007,19128.86,19211.58,19019.33,19127.73,
28-November-2007,19316.76,19316.76,18884.20,18938.87,
29-November-2007,19290.67,19297.01,18930.31,19003.26,
30-November-2007,19136.12,19424.99,19006.89,19363.19,
3-December-2007,19547.09,19619.44,19446.68,19603.41,
4-December-2007,19707.59,19707.86,19482.34,19529.50,
5-December-2007,19628.85,19790.92,19560.68,19738.07,
6-December-2007,20018.17,20064.31,19716.57,19795.87,
7-December-2007,20063.50,20094.56,19706.43,19966.00,
10-December-2007,20074.92,20095.69,19834.01,19930.68,
11-December-2007,20049.35,20333.06,20019.34,20290.89,
12-December-2007,20197.44,20419.11,20045.42,20375.87,
13-December-2007,20498.11,20498.11,20065.63,20104.39,
14-December-2007,20108.09,20171.57,19936.49,20030.83,
17-December-2007,20032.67,20032.67,19177.19,19261.35,
18-December-2007,19339.14,19375.07,19009.35,19079.64,
19-December-2007,19255.39,19397.76,18886.40,19091.96,
20-December-2007,19210.22,19291.14,19097.70,19162.57,
24-December-2007,19308.20,19879.00,19308.20,19854.12,
26-December-2007,19940.96,20211.47,19896.61,20192.52,
27-December-2007,20301.05,20323.76,20159.73,20216.72,
28-December-2007,20158.12,20259.45,20022.88,20206.95,
31-December-2007,20323.28,20484.28,20239.63,20286.99,
1-January-2008,20325.27,20394.89,20220.46,20300.71,
2-January-2008,20393.10,20529.48,20077.40,20465.30,
3-January-2008,20403.91,20519.70,20293.87,20345.20,
4-January-2008,20367.94,20762.80,20367.94,20686.89,
7-January-2008,20637.21,20861.83,20438.19,20812.65,
8-January-2008,20970.07,21077.53,20696.60,20873.33,
9-January-2008,20903.00,21113.13,20701.49,20869.78,
10-January-2008,20930.28,21206.77,20530.07,20582.08,
11-January-2008,20702.94,20894.79,20505.81,20827.45,
14-January-2008,20918.23,20985.62,20661.90,20728.05,
15-January-2008,20836.47,20872.93,20203.63,20251.09,
16-January-2008,20079.89,20079.89,19513.25,19868.11,
17-January-2008,19972.75,20026.12,19643.76,19700.82,
18-January-2008,19579.61,19715.78,18930.42,19013.70,
21-January-2008,18919.57,18919.57,16951.50,17605.35,
22-January-2008,16884.09,17068.57,15332.42,16729.94,
23-January-2008,17415.26,17997.11,16951.03,17594.07,
24-January-2008,17920.98,18185.10,17070.05,17221.74,
25-January-2008,17504.00,18406.25,17504.00,18361.66,
28-January-2008,18011.89,18213.21,17443.29,18152.78,
29-January-2008,18346.49,18491.06,17927.92,18091.94,
30-January-2008,18120.22,18129.18,17683.51,17758.64,
31-January-2008,17810.13,18008.71,17417.63,17648.71,
1-February-2008,17820.67,18312.40,17534.96,18242.58,
4-February-2008,18496.03,18895.34,18439.33,18660.32,
5-February-2008,18592.58,18729.83,18509.54,18663.16,
6-February-2008,18247.03,18274.15,17936.01,18139.49,
7-February-2008,18198.68,18198.68,17492.28,17526.93,
8-February-2008,17610.07,17688.73,17203.06,17464.89,
11-February-2008,17427.34,17427.34,16457.74,16630.91,
12-February-2008,16812.63,16966.72,16565.48,16608.01,
13-February-2008,16816.94,17141.06,16725.68,16949.14,
14-February-2008,17265.19,17838.08,17265.19,17766.63,
15-February-2008,17541.17,18142.92,17445.05,18115.25,
18-February-2008,18228.21,18256.82,17900.96,18048.05,
19-February-2008,18215.26,18314.10,18018.48,18075.66,
20-February-2008,17991.29,17991.29,17505.56,17617.60,
21-February-2008,17825.22,17911.66,17482.31,17734.68,
22-February-2008,17515.62,17526.80,17294.73,17349.07,
25-February-2008,17523.81,17674.06,17137.99,17650.57,
26-February-2008,17799.56,17860.10,17678.74,17806.19,
27-February-2008,17983.42,18137.28,17770.65,17825.99,
28-February-2008,17810.52,17921.51,17690.16,17824.48,
29-February-2008,17779.54,17779.54,17258.20,17578.72,
3-March-2008,17227.56,17227.56,16634.63,16677.88,
4-March-2008,16742.20,16754.06,16164.57,16339.89,
5-March-2008,16328.91,16595.64,16253.02,16542.08,
7-March-2008,16211.96,16211.96,15689.92,15975.52,
10-March-2008,15684.24,15998.33,15362.17,15923.72,
11-March-2008,15778.27,16168.13,15739.04,16123.15,
12-March-2008,16541.14,16683.37,16064.09,16127.98,
13-March-2008,15873.28,15873.28,15228.99,15357.35,
14-March-2008,15467.39,15798.42,15331.35,15760.52,
17-March-2008,15326.93,15326.93,14738.27,14809.49,
18-March-2008,14725.68,15169.61,14677.24,14833.46,
19-March-2008,15325.79,15465.81,14930.08,14994.83,
24-March-2008,15093.77,15351.31,15056.09,15289.40,
25-March-2008,15612.61,16262.38,15612.61,16217.49,
26-March-2008,16270.12,16309.88,16009.87,16086.83,
27-March-2008,15950.29,16111.44,15869.09,16015.56,
28-March-2008,16100.26,16452.08,15884.45,16371.29,
31-March-2008,16226.66,16226.66,15563.15,15644.44,
1-April-2008,15771.72,15834.05,15297.96,15626.62,
2-April-2008,16023.30,16236.70,15719.47,15750.40,
3-April-2008,15805.63,16002.73,15699.21,15832.55,
4-April-2008,15896.09,15896.09,15303.04,15343.12,
7-April-2008,15390.15,15851.88,15321.56,15757.08,
8-April-2008,15770.16,15770.40,15479.42,15587.62,
9-April-2008,15512.70,15829.59,15464.72,15790.51,
10-April-2008,15754.87,15953.54,15655.20,15695.10,
11-April-2008,15840.56,15957.24,15673.67,15807.64,
15-April-2008,15694.41,16249.46,15573.03,16153.66,
16-April-2008,16288.76,16413.80,16198.56,16244.19,
17-April-2008,16456.04,16570.57,16397.17,16481.20,
21-April-2008,16611.41,16778.59,16611.41,16739.33,
22-April-2008,16686.55,16853.96,16597.53,16783.87,
23-April-2008,16823.99,16871.27,16589.45,16698.04,
24-April-2008,16796.26,16844.02,16668.60,16721.08,
25-April-2008,16781.97,17150.92,16781.97,17125.98,
28-April-2008,17251.56,17271.56,16978.89,17015.96,
29-April-2008,17050.87,17424.94,17011.60,17378.46,
30-April-2008,17479.01,17480.74,17241.88,17287.31,
2-May-2008,17560.15,17621.24,17445.93,17600.12,
5-May-2008,17687.00,17735.70,17457.27,17490.90,
6-May-2008,17441.41,17502.15,17237.68,17373.01,
7-May-2008,17404.15,17413.81,17229.98,17339.31,
8-May-2008,17212.61,17212.61,17038.03,17080.65,
9-May-2008,17020.79,17125.95,16678.94,16737.07,
12-May-2008,16641.45,16897.36,16546.55,16860.90,
13-May-2008,17008.03,17085.63,16697.47,16752.86,
14-May-2008,16691.30,17014.94,16626.35,16978.35,
15-May-2008,17084.89,17366.19,17079.94,17353.54,
16-May-2008,17476.41,17497.36,17315.52,17434.94,
20-May-2008,17366.05,17367.13,17136.26,17230.18,
21-May-2008,17065.61,17293.34,17041.63,17243.16,
22-May-2008,17104.59,17104.59,16863.38,16907.11,
23-May-2008,16958.80,17054.34,16626.11,16649.64,
26-May-2008,16468.32,16498.24,16300.88,16348.50,
27-May-2008,16454.75,16506.35,16237.92,16275.59,
28-May-2008,16358.62,16563.30,16217.78,16525.37,
29-May-2008,16666.03,16666.03,16196.02,16316.26,
30-May-2008,16454.03,16540.49,16314.99,16415.57,
2-June-2008,16591.46,16632.72,15991.21,16063.18,
3-June-2008,15851.72,15985.40,15709.51,15962.56,
4-June-2008,15992.90,15992.90,15442.34,15514.79,
5-June-2008,15479.65,15814.80,15314.02,15769.72,
6-June-2008,15914.41,15970.70,15526.50,15572.18,
9-June-2008,15115.97,15202.74,14846.18,15066.10,
10-June-2008,14979.96,15088.03,14645.31,14889.25,
11-June-2008,15018.68,15225.81,15009.48,15185.32,
12-June-2008,14957.53,15270.85,14747.99,15250.20,
13-June-2008,15327.10,15337.10,15135.81,15189.62,
16-June-2008,15333.07,15553.37,15333.07,15395.82,
17-June-2008,15388.36,15732.75,15357.98,15696.90,
18-June-2008,15744.21,15789.62,15390.22,15422.31,
19-June-2008,15250.47,15259.36,15051.66,15087.99,
20-June-2008,15168.05,15202.01,14519.27,14571.29,
23-June-2008,14423.05,14510.55,14163.45,14293.32,
24-June-2008,14313.33,14432.90,13991.31,14106.58,
25-June-2008,13856.07,14248.65,13731.54,14220.07,
26-June-2008,14300.72,14449.81,14196.68,14421.82,
27-June-2008,14127.76,14127.76,13760.24,13802.22,
30-June-2008,13791.02,13872.06,13405.54,13461.60,
1-July-2008,13480.02,13613.82,12904.09,12961.68,
2-July-2008,12948.05,13712.31,12822.75,13664.62,
3-July-2008,13530.68,13530.68,12934.92,13094.11,
4-July-2008,13127.10,13509.74,13027.79,13454.00,
7-July-2008,13561.92,13793.39,13475.78,13525.99,
8-July-2008,13292.80,13451.67,13049.96,13349.65,
9-July-2008,13581.41,13998.48,13581.41,13964.26,
10-July-2008,13861.60,14047.43,13763.94,13926.24,
11-July-2008,14032.06,14066.36,13351.34,13469.85,
14-July-2008,13360.34,13559.36,13269.62,13330.51,
15-July-2008,13067.08,13067.08,12605.00,12676.19,
16-July-2008,12740.78,12935.25,12514.02,12575.80,
17-July-2008,12909.57,13150.35,12843.79,13111.85,
18-July-2008,13234.53,13684.27,13093.34,13635.40,
21-July-2008,13782.13,13878.88,13581.19,13850.04,
22-July-2008,13837.64,14206.13,13798.18,14104.20,
23-July-2008,14568.22,14979.90,14568.22,14942.28,
24-July-2008,15082.37,15130.09,14608.05,14777.01,
25-July-2008,14451.95,14484.39,14210.63,14274.94,
28-July-2008,14267.03,14421.61,14219.38,14349.11,
29-July-2008,14085.53,14153.12,13727.14,13791.54,
30-July-2008,14007.32,14322.67,14002.19,14287.21,
31-July-2008,14359.48,14369.59,14161.76,14355.75,
1-August-2008,14064.26,14682.33,14032.87,14656.69,
4-August-2008,14594.64,14725.94,14503.51,14577.87,
5-August-2008,14562.68,14986.63,14529.21,14961.07,
6-August-2008,15263.65,15422.82,15035.60,15073.54,
7-August-2008,15031.86,15280.06,14992.97,15117.25,
8-August-2008,15036.57,15228.82,14888.12,15167.82,
11-August-2008,15430.31,15520.71,15367.97,15503.92,
12-August-2008,15577.20,15579.78,15124.91,15212.13,
13-August-2008,15030.21,15272.56,15013.06,15093.12,
14-August-2008,15017.68,15033.28,14686.66,14724.18,
18-August-2008,14681.14,14824.92,14600.65,14645.66,
19-August-2008,14517.76,14604.11,14368.72,14543.73,
20-August-2008,14610.57,14746.20,14584.03,14678.23,
21-August-2008,14646.98,14646.98,14201.18,14243.73,
22-August-2008,14153.39,14428.52,14136.86,14401.49,
25-August-2008,14643.37,14672.69,14416.20,14450.35,
26-August-2008,14338.27,14495.27,14286.38,14482.22,
27-August-2008,14563.10,14563.10,14261.69,14296.79,
28-August-2008,14289.97,14347.19,14002.43,14048.34,
29-August-2008,14279.02,14586.16,14279.02,14564.53,
1-September-2008,14412.99,14547.41,14281.10,14498.51,
2-September-2008,14609.44,15106.15,14543.21,15049.86,
4-September-2008,14895.85,14994.15,14766.01,14899.10,
5-September-2008,14569.01,14601.39,14438.59,14483.83,
8-September-2008,14978.24,15107.01,14917.06,14944.97,
9-September-2008,14852.20,14998.32,14714.92,14900.76,
10-September-2008,14717.53,14866.32,14609.83,14662.61,
11-September-2008,14557.33,14557.33,14265.38,14324.29,
12-September-2008,14432.08,14433.20,13933.87,14000.81,
15-September-2008,13666.28,13666.28,13150.81,13531.27,
16-September-2008,13086.02,13556.03,13051.73,13518.80,
17-September-2008,13620.74,13620.74,13127.96,13262.90,
18-September-2008,12712.82,13346.79,12558.14,13315.60,
19-September-2008,13763.83,14097.44,13674.96,14042.32,
22-September-2008,14215.33,14221.04,13917.48,13994.96,
23-September-2008,13721.42,13978.26,13543.47,13570.31,
24-September-2008,13630.54,13840.81,13592.79,13692.52,
25-September-2008,13716.88,13716.88,13430.68,13547.18,
26-September-2008,13481.85,13486.20,13054.42,13102.18,
29-September-2008,13109.96,13113.53,12402.84,12595.75,
30-September-2008,12178.18,12995.20,12153.55,12860.43,
1-October-2008,13006.72,13203.86,12697.30,13055.67,
3-October-2008,12899.62,13001.19,12472.61,12526.32,
6-October-2008,12284.49,12284.49,11732.97,11801.70,
7-October-2008,12068.11,12181.43,11501.85,11695.24,
8-October-2008,11316.24,11405.73,10740.76,11328.36,
10-October-2008,10632.27,10904.13,10239.76,10527.85,
13-October-2008,10817.68,11361.32,10817.68,11309.09,
14-October-2008,11781.43,11870.22,11410.49,11483.40,
15-October-2008,11245.27,11257.15,10760.33,10809.12,
16-October-2008,10284.90,10787.20,10017.80,10581.49,
17-October-2008,10763.34,10786.93,9911.32,9975.35,
20-October-2008,10160.47,10538.05,10023.28,10223.09,
21-October-2008,10428.11,10750.20,10250.23,10683.39,
22-October-2008,10455.23,10484.85,10128.22,10169.90,
23-October-2008,9683.41,10260.55,9681.28,9771.70,
24-October-2008,9535.41,9570.71,8566.82,8701.07,
27-October-2008,8599.58,8739.48,7697.39,8509.56,
28-October-2008,8957.38,9056.97,8909.34,9008.08,
29-October-2008,9297.76,9297.76,8894.34,9044.51,
31-October-2008,9361.66,9870.42,9361.66,9788.06,
3-November-2008,10209.37,10373.17,10112.66,10337.68,
4-November-2008,10304.57,10668.48,10116.22,10631.12,
5-November-2008,10931.17,10945.41,10051.52,10120.01,
6-November-2008,9755.03,10109.45,9635.22,9734.22,
7-November-2008,9631.59,10065.37,9631.59,9964.29,
10-November-2008,10154.56,10570.58,10095.90,10536.16,
11-November-2008,10405.39,10405.39,9799.45,9839.69,
12-November-2008,9683.75,9928.60,9376.73,9536.33,
14-November-2008,9799.25,9836.11,9267.49,9385.42,
17-November-2008,9396.93,9435.89,8956.68,9291.01,
18-November-2008,9084.12,9169.05,8871.71,8937.20,
19-November-2008,8970.67,9236.27,8726.80,8773.78,
20-November-2008,8400.88,8540.46,8316.39,8451.01,
21-November-2008,8446.74,8988.03,8442.31,8915.21,
24-November-2008,8840.53,9042.02,8701.93,8903.12,
25-November-2008,9160.50,9182.80,8649.40,8695.53,
26-November-2008,8768.20,9061.72,8658.53,9026.72,
28-November-2008,8889.18,9157.62,8889.18,9092.72,
1-December-2008,9162.94,9326.68,8803.34,8839.87,
2-December-2008,8535.83,8785.04,8467.43,8739.24,
3-December-2008,8851.22,8854.81,8601.41,8747.43,
4-December-2008,8779.02,9245.06,8726.71,9229.75,
5-December-2008,9204.69,9340.69,8914.38,8965.20,
8-December-2008,9276.89,9432.11,9095.70,9162.62,
10-December-2008,9316.40,9678.70,9280.16,9654.90,
11-December-2008,9679.32,9746.01,9441.97,9645.46,
12-December-2008,9370.87,9745.51,9281.89,9690.07,
15-December-2008,9821.85,9948.33,9749.29,9832.39,
16-December-2008,9794.48,10009.21,9790.31,9976.98,
17-December-2008,10073.10,10073.10,9682.91,9715.29,
18-December-2008,9710.20,10110.34,9633.04,10076.43,
19-December-2008,10001.33,10188.54,9987.42,10099.91,
22-December-2008,10102.42,10173.34,9894.01,9928.35,
23-December-2008,9821.57,9838.38,9643.56,9686.75,
24-December-2008,9626.07,9653.42,9502.53,9568.72,
26-December-2008,9638.83,9706.38,9294.98,9328.92,
29-December-2008,9318.86,9550.40,9162.66,9533.52,
30-December-2008,9625.13,9785.04,9494.70,9716.16,
31-December-2008,9806.64,9825.90,9587.92,9647.31,
1-January-2009,9720.55,9921.70,9711.64,9903.46,
2-January-2009,9973.06,10070.28,9863.86,9958.22,
5-January-2009,10109.67,10306.17,10069.11,10275.60,
6-January-2009,10258.38,10392.12,10150.68,10335.93,
7-January-2009,10424.96,10469.72,9510.15,9586.88,
9-January-2009,9434.85,9630.40,9250.82,9406.47,
12-January-2009,9316.33,9331.13,9024.45,9110.05,
13-January-2009,9042.36,9261.00,8992.92,9071.36,
14-January-2009,9207.52,9412.97,9202.57,9370.49,
15-January-2009,9098.08,9123.78,8946.62,9046.74,
16-January-2009,9125.65,9342.47,9125.65,9323.59,
19-January-2009,9381.78,9409.51,9273.47,9329.57,
20-January-2009,9159.76,9159.76,9033.55,9100.55,
21-January-2009,8900.78,9051.31,8734.93,8779.17,
22-January-2009,8905.97,8927.69,8699.32,8813.84,
23-January-2009,8804.15,8858.84,8631.60,8674.35,
27-January-2009,8803.07,9021.97,8789.06,9004.08,
28-January-2009,9077.65,9270.75,9053.80,9257.47,
29-January-2009,9334.47,9379.68,9164.96,9236.28,
30-January-2009,9111.12,9438.31,9087.36,9424.24,
2-February-2009,9363.58,9363.58,9048.97,9066.70,
3-February-2009,9128.99,9302.75,9040.56,9149.30,
4-February-2009,9226.20,9338.21,9164.16,9201.85,
5-February-2009,9241.56,9247.09,9017.08,9090.88,
6-February-2009,9161.49,9321.38,9158.59,9300.86,
9-February-2009,9359.00,9601.56,9329.23,9583.89,
10-February-2009,9589.95,9724.87,9510.50,9647.47,
11-February-2009,9462.14,9648.39,9459.59,9618.54,
12-February-2009,9559.03,9580.13,9445.54,9465.83,
13-February-2009,9540.60,9695.59,9540.60,9634.74,
16-February-2009,9637.04,9637.04,9279.10,9305.45,
17-February-2009,9213.40,9213.40,8994.34,9035.00,
18-February-2009,8939.38,9113.92,8922.31,9015.18,
19-February-2009,9034.90,9111.95,8977.66,9042.63,
20-February-2009,8943.78,8943.78,8762.58,8843.21,
24-February-2009,8707.35,8856.52,8619.22,8822.06,
25-February-2009,8913.44,8995.04,8879.72,8902.56,
26-February-2009,8905.56,8998.31,8788.32,8954.86,
27-February-2009,8944.11,8944.11,8728.66,8891.61,
2-March-2009,8762.88,8762.88,8563.52,8607.08,
3-March-2009,8583.06,8635.20,8390.21,8427.29,
4-March-2009,8473.25,8501.46,8373.24,8446.49,
5-March-2009,8535.03,8535.03,8166.97,8197.92,
6-March-2009,8103.75,8347.74,8047.17,8325.82,
9-March-2009,8259.22,8259.22,8110.10,8160.40,
12-March-2009,8274.78,8439.71,8274.78,8343.75,
13-March-2009,8480.74,8793.21,8480.74,8756.61,
16-March-2009,8793.89,8955.73,8697.46,8943.54,
17-March-2009,8942.01,9024.12,8801.79,8863.82,
18-March-2009,8956.30,9120.46,8951.32,8976.68,
19-March-2009,9023.04,9086.77,8900.39,9001.75,
20-March-2009,8951.34,8999.98,8867.13,8966.68,
23-March-2009,9040.30,9454.69,9040.30,9424.02,
24-March-2009,9549.52,9699.00,9402.64,9471.04,
25-March-2009,9442.30,9706.47,9430.45,9667.90,
26-March-2009,9739.93,10061.36,9739.93,10003.10,
27-March-2009,10036.80,10127.09,9913.40,10048.49,
30-March-2009,9902.35,9902.35,9520.96,9568.14,
31-March-2009,9633.21,9826.22,9547.21,9708.50,
1-April-2009,9745.77,9921.96,9546.29,9901.99,
2-April-2009,10107.25,10432.31,10107.25,10348.83,
6-April-2009,10521.78,10654.89,10410.44,10534.87,
8-April-2009,10283.58,10778.11,10171.91,10742.34,
9-April-2009,10876.15,10932.12,10655.96,10803.86,
13-April-2009,10916.43,11069.54,10800.84,10967.22,
15-April-2009,10805.14,11337.75,10719.18,11284.73,
16-April-2009,11358.06,11367.23,10900.47,10947.40,
17-April-2009,11067.71,11339.47,10946.25,11023.09,
20-April-2009,11065.10,11209.66,10863.28,10979.50,
21-April-2009,10765.39,11068.82,10764.08,10898.11,
22-April-2009,10968.60,11036.24,10715.66,10817.54,
23-April-2009,10841.57,11203.28,10758.97,11134.99,
24-April-2009,11149.47,11362.88,11070.33,11329.05,
27-April-2009,11237.42,11492.10,11176.55,11371.85,
28-April-2009,11371.34,11375.97,10961.76,11001.75,
29-April-2009,11091.56,11430.25,11091.56,11403.25,
4-May-2009,11635.24,12161.90,11635.24,12134.75,
